post_id	label	Text	post_tokens	maj_rationales	rationale_words	model_prediction
14570598_gab	hatespeech	i have read about this it typical nigger behavior of asserting superiority by making people move aside especially since they always circulate in gangs from what i have seen but yes somalis are like the rock botton of nigger sewer with average iq <number>	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['nigger']		hatespeech
1179103786079535104_twitter	normal	🗣 stop crying over that manipulative toxic ass mf and go be a slut	[]	['🗣', 'stop', 'crying', 'over', 'that', 'manipulative', 'toxic', 'ass', 'mf', 'and', 'go', 'be', 'a', 'slut']		hatespeech
1178732930614595584_twitter	hatespeech	lmfao the passenger in they car is trying to file another claim in they neck and back 😭 😭 😭 😭 u niggers are so predictable make me sick	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	['niggers']		hatespeech
1092230580312395777_twitter	hatespeech	oh this is getting niggerish	[0, 0, 0, 0, 1]	['niggerish']		hatespeech
1187374990137671681_twitter	normal	niggas coppin designer glocks now imagine a nigga wit no aim having enough money to buy a designer pistol	[]	['niggas', 'coppin', 'designer', 'glocks', 'now', 'imagine', 'a', 'nigga', 'wit', 'no', 'aim', 'having', 'enough', 'money', 'to', 'buy', 'a', 'designer', 'pistol']		hatespeech
22626955_gab	offensive	can you guys say nigger without getting arrested lol	[0, 0, 0, 0, 1, 0, 0, 0, 0]	['nigger']		hatespeech
4153260_gab	hatespeech	i guess i will be like everyone else that gets suspended from twitter and make a new account used my phone number on <number> suspended accounts already so blow me jack you cunt nigger faggot	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	['nigger', 'faggot']		hatespeech
1178929320527462401_twitter	normal	i saw this porno once where the black guy had a nicer butt than the white bitch he was beating on not me	[]	['i', 'saw', 'this', 'porno', 'once', 'where', 'the', 'black', 'guy', 'had', 'a', 'nicer', 'butt', 'than', 'the', 'white', 'bitch', 'he', 'was', 'beating', 'on', 'not', 'me']		hatespeech
11678017_gab	normal	in the meantime jewish advocacy receives billions in funding from jews and that ok but when whites do it ooh better watch out it all a scam better not organise someone might kike you	[]	['in', 'the', 'meantime', 'jewish', 'advocacy', 'receives', 'billions', 'in', 'funding', 'from', 'jews', 'and', 'that', 'ok', 'but', 'when', 'whites', 'do', 'it', 'ooh', 'better', 'watch', 'out', 'it', 'all', 'a', 'scam', 'better', 'not', 'organise', 'someone', 'might', 'kike', 'you']		hatespeech
1277253_gab	hatespeech	<user> i know you muzzies are peaceful cause that what you keep telling us are not you late for blowing up a building or something	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]	['muzzies', 'blowing', 'up', 'a', 'building']		hatespeech
2449943_gab	hatespeech	<user> in every country where muzzies are in minority the want minority rights in every country where muzzie are majority there are no minority rights	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	['muzzies', 'muzzie']		hatespeech
27346316_gab	hatespeech	hey nigger lover we don t care what you have to say here go back to your nigger friends	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	['nigger', 'lover', 'nigger']		hatespeech
22878389_gab	hatespeech	is there not <number> brit with the brains balls to assassinate this filthy shit skin moslem terrorist	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]	['filthy', 'shit', 'skin', 'moslem', 'terrorist']		hatespeech
1178502719868325888_twitter	hatespeech	<user> get well soon ching chong 😌	[0, 0, 0, 0, 1, 1, 0]	['ching', 'chong']		offensive
8297655_gab	hatespeech	to each their own i prefer not to get into pissing matches with wn on either side of the kike on a stick issue i d rather find common cause with both factions i am sure a christian would provide you better discussion on the matter	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['kike']		normal
2694325_gab	hatespeech	<user> lol what a stupid gook	[0, 0, 0, 0, 0, 1]	['gook']		hatespeech
18424064_gab	normal	white guy puts ied in mall and the response is fuck all muzzies and spics stay classy gab	[]	['white', 'guy', 'puts', 'ied', 'in', 'mall', 'and', 'the', 'response', 'is', 'fuck', 'all', 'muzzies', 'and', 'spics', 'stay', 'classy', 'gab']		hatespeech
18452041_gab	hatespeech	hey how about you go be a kike somewhere else schlomo sound good	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	['kike', 'schlomo']		hatespeech
17181350_gab	normal	kenyun paki at <number>	[]	['kenyun', 'paki', 'at', '<number>']		hatespeech
1178809975931621376_twitter	normal	<user> <user> <user> <user> men still get raped and assaulted so this is just stupid	[]	['<user>', '<user>', '<user>', '<user>', 'men', 'still', 'get', 'raped', 'and', 'assaulted', 'so', 'this', 'is', 'just', 'stupid']		normal
5175528_gab	normal	so a black girl wearing a trump themed dress and getting called coon is not racist but another black girl losing an award to a white girl is we do not have insane asylums big enough for this kind of mental illness	[]	['so', 'a', 'black', 'girl', 'wearing', 'a', 'trump', 'themed', 'dress', 'and', 'getting', 'called', 'coon', 'is', 'not', 'racist', 'but', 'another', 'black', 'girl', 'losing', 'an', 'award', 'to', 'a', 'white', 'girl', 'is', 'we', 'do', 'not', 'have', 'insane', 'asylums', 'big', 'enough', 'for', 'this', 'kind', 'of', 'mental', 'illness']		hatespeech
1186749782980734977_twitter	offensive	giving dis hoe back to da streets	[0, 0, 1, 0, 0, 0, 0]	['hoe']		hatespeech
1178844472869818368_twitter	normal	<user> the day our master brought home trailer trash	[]	['<user>', 'the', 'day', 'our', 'master', 'brought', 'home', 'trailer', 'trash']		offensive
22340916_gab	offensive	hopefully he gets rid of the faggots and dykes next	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]	['faggots', 'dykes']		hatespeech
1179095674622746631_twitter	normal	<user> if they all look like these who am i to block god blessings 😊	[]	['<user>', 'if', 'they', 'all', 'look', 'like', 'these', 'who', 'am', 'i', 'to', 'block', 'god', 'blessings', '😊']		normal
1171831859992498177_twitter	normal	nasa missed the perfect chance to send a man and women to the moon to have <number> sixty nine in <number>	[]	['nasa', 'missed', 'the', 'perfect', 'chance', 'to', 'send', 'a', 'man', 'and', 'women', 'to', 'the', 'moon', 'to', 'have', '<number>', 'sixty', 'nine', 'in', '<number>']		offensive
1178712835800653824_twitter	normal	<user> <user> thats a leap do black people who love black people want a black only nation do asians who love asians want an asian only nation these are assumptions you only make about white people simply because you resent them you resent us because we are were the majority	[]	['<user>', '<user>', 'thats', 'a', 'leap', 'do', 'black', 'people', 'who', 'love', 'black', 'people', 'want', 'a', 'black', 'only', 'nation', 'do', 'asians', 'who', 'love', 'asians', 'want', 'an', 'asian', 'only', 'nation', 'these', 'are', 'assumptions', 'you', 'only', 'make', 'about', 'white', 'people', 'simply', 'because', 'you', 'resent', 'them', 'you', 'resent', 'us', 'because', 'we', 'are', 'were', 'the', 'majority']		hatespeech
1179028195720536064_twitter	normal	<user> some apologies are genuine and from the heart this is lame merely damage control but you can not control the damage of what amounts to holocaust denial with what appears to be an inter office style memo it inadequate you have deeply offended jews all over the world	[]	['<user>', 'some', 'apologies', 'are', 'genuine', 'and', 'from', 'the', 'heart', 'this', 'is', 'lame', 'merely', 'damage', 'control', 'but', 'you', 'can', 'not', 'control', 'the', 'damage', 'of', 'what', 'amounts', 'to', 'holocaust', 'denial', 'with', 'what', 'appears', 'to', 'be', 'an', 'inter', 'office', 'style', 'memo', 'it', 'inadequate', 'you', 'have', 'deeply', 'offended', 'jews', 'all', 'over', 'the', 'world']		offensive
19840406_gab	hatespeech	koko probably the father of these nigger kids	[0, 0, 0, 0, 0, 0, 1, 0]	['nigger']		hatespeech
16511498_gab	hatespeech	the nigger tax strikes again	[0, 1, 0, 0, 0]	['nigger']		hatespeech
10177273_gab	hatespeech	o pleez god hates queers both 0 bamas are male both have a penis the mooch is a hideous anti america phony nothin to do with skin color hope mooch is jealous of our beautiful lady melania	[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['god', 'hates', 'queers']		hatespeech
9968459_gab	hatespeech	i hate that wailing muzrat shit	[0, 1, 0, 0, 1, 1]	['hate', 'muzrat', 'shit']		hatespeech
1179098993600745472_twitter	hatespeech	<user> <user> fucking retard	[0, 0, 1, 1]	['fucking', 'retard']		hatespeech
23025821_gab	hatespeech	thelma and louise with a half dozen nigger kids in the back	[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]	['dozen', 'nigger']		hatespeech
1178595083534454784_twitter	normal	good morning tonight i had a nightmare where all tj suddenly became horny for todd and people were shipping him with hank there were fanarts and whole threads about it and i wanted to kill every single one of you	[]	['good', 'morning', 'tonight', 'i', 'had', 'a', 'nightmare', 'where', 'all', 'tj', 'suddenly', 'became', 'horny', 'for', 'todd', 'and', 'people', 'were', 'shipping', 'him', 'with', 'hank', 'there', 'were', 'fanarts', 'and', 'whole', 'threads', 'about', 'it', 'and', 'i', 'wanted', 'to', 'kill', 'every', 'single', 'one', 'of', 'you']		offensive
20685925_gab	hatespeech	i guess i get complacent and forget not everyone lives in florida or has heard their names most anyone i talk to in a real life situation knows of them of course most anyone i talk to here is in agreement where liberals rats and muzzies are concerned	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	['muzzies']		hatespeech
24168193_gab	hatespeech	or the construction company hired some raghead sleeper cell asshole	[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]	['raghead', 'sleeper', 'cell']		hatespeech
13075034_gab	hatespeech	jim daughty at the croton gazette is a nigger lover dickens sneezed a lot	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	['nigger']		hatespeech
23728077_gab	hatespeech	because that is freyrs job virility and why has not jesus turned your nigger blood white	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]	['nigger', 'blood']		hatespeech
12006705_gab	hatespeech	how do you keep nigger kids from jumping on the bed you put velcro on the ceiling	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['nigger', 'kids']		hatespeech
1178610029273976833_twitter	normal	<user> men can not be raped can not be abused that why they call it violence against women and children because men are always the perpetrators women come first even before children	[]	['<user>', 'men', 'can', 'not', 'be', 'raped', 'can', 'not', 'be', 'abused', 'that', 'why', 'they', 'call', 'it', 'violence', 'against', 'women', 'and', 'children', 'because', 'men', 'are', 'always', 'the', 'perpetrators', 'women', 'come', 'first', 'even', 'before', 'children']		hatespeech
15073757_gab	offensive	you promote articles by fat dyke pipe fitters that a fantasy	[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]	['fat', 'dyke', 'pipe', 'fitters']		hatespeech
1179064024094400512_twitter	normal	nah bitch quit playing with me	[]	['nah', 'bitch', 'quit', 'playing', 'with', 'me']		offensive
24665773_gab	hatespeech	amy loves to guzzle down nigger cum	[0, 0, 0, 0, 0, 1, 0]	['nigger']		hatespeech
19399191_gab	hatespeech	it was better off when apartheid existed now its a nigger shithole niggers are killing whites get out or stay away	[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	['better', 'off', 'when', 'apartheid', 'existed', 'nigger', 'shithole', 'niggers', 'are', 'killing', 'whites', 'get', 'out', 'or', 'stay', 'away']		hatespeech
1109896674166624256_twitter	normal	do you see that nice black and red fish with a nice grin over there	[]	['do', 'you', 'see', 'that', 'nice', 'black', 'and', 'red', 'fish', 'with', 'a', 'nice', 'grin', 'over', 'there']		normal
27802700_gab	hatespeech	kikes like faggots because they make good pets just like the nigger the best kike pet is a nigger faggot	[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]	['kikes', 'faggots', 'nigger', 'kike', 'nigger', 'faggot']		hatespeech
16921321_gab	hatespeech	lol good nigger <user>	[0, 0, 1, 0]	['nigger']		hatespeech
21253188_gab	hatespeech	i do not know what i d prefer to see happen to owen him thrown off a roof by a moslem refugee or to suffer a long agonizing death by aid	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['thrown', 'off', 'a', 'roof', 'moslem', 'refugee']		hatespeech
14550110_gab	hatespeech	is not a mudslime touching a boy dick frigging it with lubricant to get it a little hard then mutilating it with a knife sort of faggy or am i being a bitch mudrape	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	['mudslime', 'faggy']		hatespeech
16596098_gab	hatespeech	fyi the relay nigger arrived shekels delivered	[0, 0, 0, 1, 0, 0, 0]	['nigger']		hatespeech
12580428_gab	normal	specific threats of violence should never be permitted kill the honky is allowed as it is interpreted as political speech kill that honky at <number> main street is a specific threat and should be banned	[]	['specific', 'threats', 'of', 'violence', 'should', 'never', 'be', 'permitted', 'kill', 'the', 'honky', 'is', 'allowed', 'as', 'it', 'is', 'interpreted', 'as', 'political', 'speech', 'kill', 'that', 'honky', 'at', '<number>', 'main', 'street', 'is', 'a', 'specific', 'threat', 'and', 'should', 'be', 'banned']		offensive
16908788_gab	hatespeech	you can not culturally enrich a moslem	[0, 1, 1, 1, 1, 0, 1]	['can', 'not', 'culturally', 'enrich', 'moslem']		hatespeech
19084094_gab	hatespeech	the dirty wee paki that lives beside me came to my house there very upset said racists have been putting threatening letters through his door turns out it was a fiver off soap coupons	[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['dirty', 'wee', 'paki']		hatespeech
21276945_gab	normal	loll calling me a zhid and pedophile when i am neither	[]	['loll', 'calling', 'me', 'a', 'zhid', 'and', 'pedophile', 'when', 'i', 'am', 'neither']		hatespeech
1177687442725494787_twitter	offensive	<user> 😭 😭 😭 okay cause she was mad as fuck like what the niggers do to you ma am 😭 😭	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	['niggers']		hatespeech
1185184833640652800_twitter	normal	is slutshaming still a thing yikes	[]	['is', 'slutshaming', 'still', 'a', 'thing', 'yikes']		offensive
1179048241045872640_twitter	normal	<user> 😂 mary my dear you can not kill yourself come back let us finish ourselves at ojuelegba	[]	['<user>', '😂', 'mary', 'my', 'dear', 'you', 'can', 'not', 'kill', 'yourself', 'come', 'back', 'let', 'us', 'finish', 'ourselves', 'at', 'ojuelegba']		hatespeech
1179093514635882496_twitter	offensive	fucking retarded white people on twitter saying the n word hiding behind an anime avi virgin	[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['retarded', 'white', 'people']		hatespeech
18229892_gab	hatespeech	mysterium tremens why do new yorkers continue to support insane kike djuggie schooma	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	['kike']		hatespeech
1179077143592087553_twitter	normal	<user> google aa girl having hair cut off by <number> white boys at the school where pence wife works cnn nbc bbc cbs they were all in and indirect smear of pence turns out fake but that is journalism these days	[]	['<user>', 'google', 'aa', 'girl', 'having', 'hair', 'cut', 'off', 'by', '<number>', 'white', 'boys', 'at', 'the', 'school', 'where', 'pence', 'wife', 'works', 'cnn', 'nbc', 'bbc', 'cbs', 'they', 'were', 'all', 'in', 'and', 'indirect', 'smear', 'of', 'pence', 'turns', 'out', 'fake', 'but', 'that', 'is', 'journalism', 'these', 'days']		hatespeech
1179093145319084032_twitter	normal	<user> <user> the mistake was that the dinosaurs did not kill all humans	[]	['<user>', '<user>', 'the', 'mistake', 'was', 'that', 'the', 'dinosaurs', 'did', 'not', 'kill', 'all', 'humans']		normal
20427890_gab	offensive	he called me a pig when i asked question lol he has no answer its just typical yid technique believe me even i lie otherwise it anti semitic	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['yid']		hatespeech
3284473_gab	offensive	<user> trump acts like a president obama acts like a nigger street punk from chicago the clintons act like white trash spoiled crybabies and sore losers	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['nigger']		hatespeech
